src_ip,dst_ip,src_port,dst_port,protocol,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,avg_pkt_size,pkt_size_entropy,duration,pkt_rate,byte_rate,syn_count,fin_count,rst_count,ack_count,label
10.8.0.10,216.58.219.238,42747,443,TCP,22,0,4152,0,188.72727272727272,2.799007754410897,176.825757,0.124416263632905,23.48074211835553,1,1,0,21,VPN
216.58.219.238,10.8.0.10,443,42747,TCP,0,19,0,1618,85.15789473684211,3.0311161724560196,176.825597,0.1074505067272584,9.150258941300224,1,1,3,16,VPN
10.8.0.10,216.58.219.229,35062,443,TCP,23,0,4882,0,212.2608695652174,2.848373912014369,176.994735,0.1299473682084385,27.582741373634644,1,1,0,22,VPN
216.58.219.229,10.8.0.10,443,35062,TCP,0,21,0,2630,125.23809523809524,2.9084479247439905,176.994366,0.1186478444178274,14.859230038994575,1,1,3,18,VPN
10.8.0.10,91.189.89.22,45543,443,TCP,13,0,1247,0,95.92307692307692,2.1887870678023824,0.822574,15.804049240554647,1515.973030997819,1,0,2,11,VPN
91.189.89.22,10.8.0.10,443,45543,TCP,0,14,0,7043,503.07142857142856,2.6644977792004614,0.667877,20.961943591409796,10545.354908164229,1,1,0,14,VPN
10.8.0.10,91.189.89.22,45544,443,TCP,17,0,1467,0,86.29411764705883,1.5569010760354054,0.775678,21.91631063405176,1891.2486882443488,1,0,1,16,VPN
91.189.89.22,10.8.0.10,443,45544,TCP,0,21,0,18916,900.7619047619048,2.1173442079779345,0.630483,33.30779735536089,30002.394989238408,1,1,0,21,VPN
10.8.0.10,216.58.219.229,35065,443,TCP,23,0,4882,0,212.2608695652174,2.848373912014369,177.027786,0.1299231070991307,27.57759168947636,1,1,0,22,VPN
216.58.219.229,10.8.0.10,443,35065,TCP,0,21,0,2626,125.04761904761904,2.9084479247439905,177.02758,0.1186255836519936,14.833846793815969,1,1,3,18,VPN
10.8.0.10,216.58.219.238,42752,443,TCP,24,0,4551,0,189.625,2.6660563421790613,177.015986,0.1355809751555432,25.709542413869897,1,1,0,23,VPN
216.58.219.238,10.8.0.10,443,42752,TCP,0,23,0,6276,272.8695652173913,3.261842390463366,177.015665,0.1299320034755116,35.45448929618743,1,1,3,20,VPN
10.8.0.10,173.194.123.118,44786,443,TCP,23,0,4882,0,212.2608695652174,2.848373912014369,176.991422,0.1299498006180209,27.583257679007744,1,1,0,22,VPN
173.194.123.118,10.8.0.10,443,44786,TCP,0,21,0,2630,125.23809523809524,2.9084479247439905,176.991083,0.1186500452115997,14.859505662214632,1,1,3,18,VPN
10.8.0.10,216.58.219.238,42754,443,TCP,17,0,5925,0,348.52941176470586,2.6961990498148554,59.06549,0.2878161173301025,100.3123820694622,1,0,0,16,VPN
216.58.219.238,10.8.0.10,443,42754,TCP,0,15,0,5870,391.3333333333333,3.106890595608519,58.999936,0.2542375639187134,99.49163334685653,1,0,0,15,VPN
10.8.0.10,216.58.219.238,42755,443,TCP,20,0,3500,0,175.0,2.495461844238322,58.915948,0.3394666585013619,59.406665237738345,1,0,0,19,VPN
216.58.219.238,10.8.0.10,443,42755,TCP,0,23,0,9078,394.69565217391306,3.555533151426995,58.852165,0.3908097518587464,154.25090988581303,1,0,0,23,VPN
10.8.0.10,173.194.123.101,47188,443,TCP,21,0,6604,0,314.4761904761905,2.6199707109276353,0.862786,24.339755165243755,7654.273481489036,1,0,0,20,VPN
173.194.123.101,10.8.0.10,443,47188,TCP,0,19,0,6248,328.8421052631579,3.221097250057957,0.863696,21.998480946999873,7234.026787202904,1,0,0,19,VPN
10.8.0.10,173.194.123.101,47189,443,TCP,13,0,1836,0,141.23076923076923,2.5073801024236357,0.110471,117.67794262747688,16619.74635877289,1,0,0,12,VPN
173.194.123.101,10.8.0.10,443,47189,TCP,0,13,0,5423,417.15384615384613,3.180832987205441,0.147811,87.95015255968771,36688.74441009126,1,0,0,13,VPN
173.194.67.189,10.8.8.178,443,57866,TCP,0,395,0,196108,496.4759493670886,4.693280007949366,525.92926,0.7510515767842998,372.87904460763406,0,1,0,395,VPN
10.8.8.178,173.194.67.189,57866,443,TCP,386,0,35220,0,91.24352331606218,1.385626961103778,525.931086,0.733936461021435,66.96694859371746,0,0,0,386,VPN
10.8.8.178,198.7.63.141,0,0,OTHER,1186,0,80252,0,67.66610455311972,2.0075286786451274,930.335236,1.2748092882080195,86.261378581172,0,0,0,0,VPN
10.8.8.178,78.46.223.24,0,0,OTHER,71,0,10255,0,144.43661971830986,3.16629078641004,929.296029,0.0764019190702901,11.035234930504584,0,0,0,0,VPN
198.7.63.141,10.8.8.178,0,0,OTHER,0,1185,0,289488,244.29367088607592,3.2024463528413523,930.344762,1.2737213648116397,311.1620678958582,0,0,0,0,VPN
78.46.223.24,10.8.8.178,0,0,OTHER,0,43,0,10165,236.3953488372093,2.384107919512949,929.163879,0.0462781657486278,10.939943135693074,0,0,0,0,VPN
10.8.8.178,216.58.208.46,38245,443,TCP,8,0,732,0,91.5,2.1556390622295662,59.05956,0.1354564781722044,12.394267752756708,0,1,0,8,VPN
10.8.8.178,216.58.208.46,38246,443,TCP,14,0,1337,0,95.5,2.403677461028802,4.468147,3.1332899298075914,299.22918829662495,1,1,0,13,VPN
216.58.208.46,10.8.8.178,443,38245,TCP,0,12,0,884,73.66666666666667,2.221251836004466,59.067538,0.2031572739666244,14.965919182208,0,1,3,9,VPN
216.58.208.46,10.8.8.178,443,38246,TCP,0,14,0,5026,359.0,2.556656707462823,4.350484,3.218032752217914,1155.2737580462313,1,1,0,14,VPN
10.8.8.178,216.58.208.46,38247,443,TCP,13,0,1285,0,98.84615384615384,2.5073801024236357,4.36423,2.9787614309969914,294.439110679318,1,1,0,12,VPN
10.8.8.178,216.58.208.46,38243,443,TCP,1638,0,375554,0,229.27594627594627,1.941363797034947,402.858249,4.065946282758132,932.2236814865367,0,0,0,1638,VPN
216.58.208.46,10.8.8.178,443,38247,TCP,0,13,0,4974,382.61538461538464,2.6535442970305683,4.229846,3.0733979440386245,1175.9293364344705,1,1,0,13,VPN
216.58.208.46,10.8.8.178,443,38243,TCP,0,3046,0,3382302,1110.4077478660538,1.8340140469717232,402.687676,7.564174871842862,8399.318383908028,0,1,0,3046,VPN
10.8.8.178,216.58.208.37,51898,443,TCP,16,0,3950,0,246.875,3.077819531114783,59.002866,0.2711732680917567,66.94590056015245,1,1,0,15,VPN
216.58.208.37,10.8.8.178,443,51898,TCP,0,19,0,2614,137.57894736842104,2.963381620992706,59.004162,0.3220111828721506,44.30195958041062,1,1,3,16,VPN
10.8.8.178,216.58.208.35,52153,443,TCP,7,0,695,0,99.28571428571428,1.8423709931771084,59.060671,0.1185221888183424,11.767560175535424,0,1,0,7,VPN
216.58.208.35,10.8.8.178,443,52153,TCP,0,10,0,1584,158.4,2.3709505944546687,59.05979,0.1693199383201328,26.820278229909047,0,1,3,7,VPN
10.8.8.178,134.170.25.26,54269,443,TCP,10,0,1530,0,153.0,1.3709505944546687,841.00507,0.0118905347383934,1.8192518149741952,0,0,0,10,VPN
134.170.25.26,10.8.8.178,443,54269,TCP,0,8,0,648,81.0,0.8112781244591328,840.789194,0.0095148701447273,0.770704481722918,0,0,0,8,VPN
157.56.52.13,10.8.8.178,40011,56909,TCP,0,27,0,1448,53.629629629629626,1.7084118211067645,868.237996,0.0310974642026608,1.6677454876093674,0,0,0,27,VPN
10.8.8.178,157.56.52.13,56909,40011,TCP,27,0,1813,0,67.14814814814815,1.4941800941150334,868.237928,0.0310974666382001,2.088137296853956,0,0,0,27,VPN
10.8.8.178,216.58.208.35,52158,443,TCP,328,0,18442,0,56.22560975609756,0.3133496873730972,295.463921,1.110118619186672,62.41709626536771,1,0,0,327,VPN
216.58.208.35,10.8.8.178,443,52158,TCP,0,633,0,833635,1316.9589257503949,0.6378243283426791,295.296246,2.143610047789094,2823.0463857640775,1,1,0,633,VPN
10.8.8.178,216.58.208.37,51900,443,TCP,14,0,3723,0,265.92857142857144,2.8352377453121176,240.552235,0.0581994176857263,15.47688800313994,1,0,0,13,VPN
216.58.208.37,10.8.8.178,443,51900,TCP,0,15,0,2602,173.46666666666667,2.872905595320056,240.383696,0.0624002386584487,10.824361399285582,1,1,0,15,VPN
10.8.8.178,216.58.210.46,39759,443,TCP,15,0,2046,0,136.4,2.4634582986483036,240.555604,0.0623556456410801,8.50531006544333,1,0,0,14,VPN
216.58.210.46,10.8.8.178,443,39759,TCP,0,14,0,1616,115.42857142857144,2.8352377453121176,240.38528,0.0582398389784931,6.7225414135175,1,1,0,14,VPN
10.8.8.178,91.189.89.240,52914,80,TCP,19,0,1315,0,69.21052631578948,0.5907239186406502,115.963203,0.1638450776493298,11.339804058361512,1,1,0,18,VPN
91.189.89.240,10.8.8.178,80,52914,TCP,0,17,0,3653,214.8823529411765,1.2577148214953866,115.830055,0.1467667437436682,31.537583229154123,1,1,0,17,VPN
10.8.8.178,216.58.210.35,35476,80,TCP,4,0,216,0,54.0,0.8112781244591328,5.263488,0.7599523357894992,41.03742613263296,1,1,0,3,VPN
10.8.8.178,173.194.67.94,52203,80,TCP,17,0,1966,0,115.6470588235294,0.6402064333604701,116.048702,0.1464902209763621,16.941163202325175,1,1,0,16,VPN
216.58.210.35,10.8.8.178,80,35476,TCP,0,2,0,112,56.0,1.0,5.134746,0.3895032003530457,21.81217921977056,1,1,0,2,VPN
10.8.8.178,173.194.67.94,52204,80,TCP,4,0,216,0,54.0,0.8112781244591328,6.148201,0.650596816857484,35.13222811030413,1,1,0,3,VPN
10.8.8.178,216.58.210.78,44923,443,TCP,1218,0,226743,0,186.1600985221675,3.726871421893957,751.157618,1.621497234153059,301.85808486335554,1,0,0,1217,VPN
173.194.67.94,10.8.8.178,80,52203,TCP,0,15,0,1315,87.66666666666667,0.6998428398862386,115.910761,0.1294099000868435,11.344934574279948,1,1,0,15,VPN
173.194.67.94,10.8.8.178,80,52204,TCP,0,2,0,112,56.0,1.0,6.009808,0.3327893337025076,18.63620268734043,1,1,0,2,VPN
216.58.210.78,10.8.8.178,443,44923,TCP,0,1770,0,244879,138.3497175141243,3.577363660118299,751.153252,2.356376671853908,326.0040469078606,1,0,0,1770,VPN
10.8.8.178,173.194.67.94,34123,443,TCP,74,0,6879,0,92.95945945945944,1.4084713018218402,60.837725,1.216350545652389,113.07128923706466,1,1,0,73,VPN
173.194.67.94,10.8.8.178,443,34123,TCP,0,90,0,86888,965.4222222222222,3.113161134627714,60.835608,1.4793967375159627,1428.2424858809661,1,1,3,87,VPN
10.8.8.178,216.58.210.46,59903,80,TCP,23,0,2952,0,128.34782608695653,0.9123163027543336,128.505253,0.1789810102159792,22.971823572068296,1,1,0,22,VPN
10.8.8.178,216.58.210.46,59904,80,TCP,21,0,2411,0,114.8095238095238,0.8569957178540346,125.496179,0.1673357720317524,19.21174030326453,1,1,0,20,VPN
10.8.8.178,216.58.210.46,59905,80,TCP,4,0,216,0,54.0,0.8112781244591328,5.595111,0.714909856122604,38.605132230620626,1,1,0,3,VPN
216.58.210.46,10.8.8.178,80,59903,TCP,0,18,0,4060,225.55555555555551,1.0529407605626346,128.375249,0.140213944200412,31.6260340807596,1,1,0,18,VPN
216.58.210.46,10.8.8.178,80,59904,TCP,0,18,0,3281,182.27777777777777,0.9444885341662052,125.366185,0.1435793870572036,26.17133160748251,1,1,0,18,VPN
10.8.8.178,216.58.210.46,59906,80,TCP,4,0,216,0,54.0,0.8112781244591328,5.519854,0.724656847807931,39.13146978162828,1,1,0,3,VPN
216.58.210.46,10.8.8.178,80,59905,TCP,0,3,0,164,54.666666666666664,0.9182958340544896,5.465963,0.5488511356553273,30.003862082491228,1,1,0,3,VPN
216.58.210.46,10.8.8.178,80,59906,TCP,0,2,0,112,56.0,1.0,5.388233,0.3711791973361211,20.786035050822782,1,1,0,2,VPN
10.8.8.178,216.58.210.35,59222,443,TCP,313,0,18436,0,58.90095846645367,0.8312149442220022,74.26864,4.214430209035738,248.23397870218167,1,1,0,312,VPN
10.8.8.178,216.58.210.33,52379,443,TCP,30,0,2887,0,96.23333333333332,2.1382689280764646,67.511536,0.4443685002219472,42.76306200469205,1,1,0,29,VPN
10.8.8.178,216.58.208.46,38264,443,TCP,1394,0,279969,0,200.83859397417504,1.63452748513603,188.950861,7.377579507298461,1481.70269517851,1,1,0,1393,VPN
216.58.210.35,10.8.8.178,443,59222,TCP,0,396,0,517735,1307.4116161616162,0.6492519192021609,74.268399,5.332012071513754,6971.134519811044,1,1,3,393,VPN
216.58.210.33,10.8.8.178,443,52379,TCP,0,41,0,29960,730.7317073170732,3.4558472542301835,67.510884,0.6073094821273559,443.78029474477034,1,1,3,38,VPN
216.58.208.46,10.8.8.178,443,38264,TCP,0,2968,0,3642230,1227.1664420485174,1.6486849889591246,188.955544,15.707398349740933,19275.592146690335,1,1,3,2965,VPN
10.8.8.178,173.194.67.99,53595,443,TCP,27,0,3610,0,133.7037037037037,2.731584150937888,64.275086,0.420069449615361,56.16484122635013,1,1,0,26,VPN
173.194.67.99,10.8.8.178,443,53595,TCP,0,31,0,6083,196.2258064516129,3.1887428925416956,64.274151,0.482308976745566,94.64146792075091,1,1,3,28,VPN
10.8.8.178,216.58.208.35,52175,443,TCP,15,0,1435,0,95.66666666666669,2.4634582986483036,59.075152,0.2539138621259916,24.2910928100532,1,1,0,14,VPN
10.8.8.178,216.58.210.46,39775,443,TCP,14,0,1341,0,95.78571428571428,2.403677461028802,3.098223,4.518719278760761,432.8287537727271,1,1,0,13,VPN
10.8.8.178,216.58.210.46,39776,443,TCP,14,0,1337,0,95.5,2.403677461028802,3.092171,4.527563320398516,432.38229709805825,1,1,0,13,VPN
216.58.208.35,10.8.8.178,443,52175,TCP,0,16,0,5155,322.1875,3.077819531114783,59.074953,0.270842365291429,87.26202456733229,1,1,3,13,VPN
216.58.210.46,10.8.8.178,443,39775,TCP,0,13,0,4973,382.53846153846155,2.6535442970305683,2.967325,4.381050272551877,1675.9202311846527,1,1,0,13,VPN
216.58.210.46,10.8.8.178,443,39776,TCP,0,13,0,4973,382.53846153846155,2.6535442970305683,2.961891,4.389087917144824,1678.9949393816316,1,1,0,13,VPN
10.8.8.178,216.58.208.46,38269,443,TCP,17,0,1493,0,87.82352941176471,2.1333874913165967,1.78938,9.500497378980429,834.3672109892813,1,1,0,16,VPN
216.58.208.46,10.8.8.178,443,38269,TCP,0,13,0,4974,382.61538461538464,2.6535442970305683,1.660084,7.830929037325823,2996.233925512203,1,1,0,13,VPN
10.8.8.178,216.58.208.37,51920,443,TCP,145,0,18784,0,129.5448275862069,2.168542277994544,70.237032,2.06443803035413,267.43726870463433,1,1,0,144,VPN
216.58.208.37,10.8.8.178,443,51920,TCP,0,198,0,141820,716.2626262626262,3.5525631982262937,70.236114,2.819062569435433,2019.1891595824904,1,1,3,195,VPN
10.8.8.178,216.58.210.33,52387,443,TCP,14,0,1359,0,97.07142857142856,2.403677461028802,4.408507,3.175678296529868,308.26762892743506,1,1,0,13,VPN
216.58.210.33,10.8.8.178,443,52387,TCP,0,14,0,4790,342.14285714285717,2.556656707462823,4.278681,3.2720364056119164,1119.5038844915057,1,1,0,14,VPN
10.8.8.178,216.58.210.46,39780,443,TCP,14,0,1341,0,95.78571428571428,2.403677461028802,2.870177,4.877747957704351,467.21857223439525,1,1,0,13,VPN
216.58.210.46,10.8.8.178,443,39780,TCP,0,13,0,4975,382.6923076923077,2.6535442970305683,2.740161,4.744246779660028,1815.5867483698953,1,1,0,13,VPN
10.8.8.178,216.58.208.45,57186,443,TCP,16,0,1491,0,93.1875,2.375,60.396417,0.2649163774069577,24.686894919610875,1,1,0,15,VPN
216.58.208.45,10.8.8.178,443,57186,TCP,0,16,0,4781,298.8125,3.077819531114783,60.396731,0.2649150001181355,79.15991347280037,1,1,3,13,VPN
10.8.8.178,216.58.210.33,52390,443,TCP,14,0,1349,0,96.35714285714286,2.403677461028802,4.771072,2.934351022160219,282.74568063529534,1,1,0,13,VPN
216.58.210.33,10.8.8.178,443,52390,TCP,0,13,0,4738,364.46153846153845,2.6535442970305683,4.640257,2.8015689648224225,1021.0641350252798,1,1,0,13,VPN
10.8.8.178,216.58.210.46,39783,443,TCP,8,0,585,0,73.125,1.75,0.54467,14.687792608368367,1074.044834486937,1,1,4,3,VPN
216.58.210.46,10.8.8.178,443,39783,TCP,0,6,0,4228,704.6666666666666,1.9182958340544896,0.414238,14.48442682708974,10206.69277082257,1,1,0,6,VPN
10.8.8.178,216.58.210.46,39784,443,TCP,62,0,7033,0,113.43548387096774,3.010491684950391,76.459183,0.8108901712957095,91.98371894714072,1,1,0,61,VPN
216.58.210.46,10.8.8.178,443,39784,TCP,0,77,0,10723,139.25974025974023,3.047672814987083,76.457885,1.0070903740013213,140.24714390150865,1,1,3,74,VPN
10.8.8.178,173.194.67.189,57926,443,TCP,2607,0,392902,0,150.71039509014193,2.506865425647866,738.328596,3.5309481633567934,532.1505927423134,1,0,0,2606,VPN
10.8.8.178,216.58.210.46,39786,443,TCP,14,0,1341,0,95.78571428571428,2.403677461028802,2.276137,6.1507721196044,589.1561008849643,1,1,0,13,VPN
173.194.67.189,10.8.8.178,443,57926,TCP,0,3841,0,818698,213.14709711012756,4.061769598828398,738.369606,5.202001773621218,1108.7915772090976,1,0,0,3841,VPN
216.58.210.46,10.8.8.178,443,39786,TCP,0,14,0,5025,358.92857142857144,2.556656707462823,2.147065,6.520529187518776,2340.404226234418,1,1,0,14,VPN
10.8.8.178,216.58.210.46,39787,443,TCP,14,0,1341,0,95.78571428571428,2.403677461028802,1.947166,7.18993655394558,688.6932084886445,1,1,0,13,VPN
216.58.210.46,10.8.8.178,443,39787,TCP,0,13,0,4974,382.61538461538464,2.6535442970305683,1.816938,7.154894663439259,2737.572773534375,1,1,0,13,VPN
10.8.8.178,74.125.225.24,41586,443,TCP,19,0,2761,0,145.31578947368422,2.496126854751781,67.537976,0.2813232069613694,40.88070391686005,1,1,0,18,VPN
10.8.8.178,74.125.225.24,41587,443,TCP,15,0,1435,0,95.66666666666669,2.4634582986483036,59.670261,0.2513815047666709,24.04883062267819,1,1,0,14,VPN
74.125.225.24,10.8.8.178,443,41586,TCP,0,21,0,5685,270.7142857142857,3.2368573034220742,67.554097,0.310861974811091,84.15477746671678,1,1,3,18,VPN
74.125.225.24,10.8.8.178,443,41587,TCP,0,16,0,5154,322.125,3.077819531114783,59.669099,0.2681454935325904,86.37636710418569,1,1,3,13,VPN
10.8.8.178,216.58.210.33,52398,443,TCP,14,0,1347,0,96.21428571428572,2.403677461028802,4.429357,3.160729649924357,304.10734560343633,1,1,0,13,VPN
216.58.210.33,10.8.8.178,443,52398,TCP,0,13,0,4739,364.53846153846155,2.6535442970305683,4.299356,3.023708667065486,1102.2581056325644,1,1,0,13,VPN
10.8.8.178,157.56.53.46,38688,12350,TCP,4,0,218,0,54.5,1.0,540.547867,0.0073998997021294,0.403294533766054,0,0,0,4,VPN
157.56.53.46,10.8.8.178,12350,38688,TCP,0,2,0,114,57.0,-0.0,540.27236,0.0037018366070031,0.2110046865991811,0,0,0,2,VPN
10.8.8.178,216.58.208.46,38283,443,TCP,17,0,1954,0,114.94117647058825,2.777776811456786,58.735368,0.2894337871518911,33.267860005576196,1,1,0,16,VPN
216.58.208.46,10.8.8.178,443,38283,TCP,0,18,0,5672,315.1111111111111,3.419381945646371,58.736236,0.3064547752089527,96.5673047213989,1,1,3,15,VPN
10.8.8.178,216.58.208.46,38284,443,TCP,14,0,1337,0,95.5,2.403677461028802,3.838797,3.646975862490254,348.2861948678193,1,1,0,13,VPN
216.58.208.46,10.8.8.178,443,38284,TCP,0,13,0,4974,382.61538461538464,2.6535442970305683,3.703368,3.5103181752394037,1343.1017387415995,1,1,0,13,VPN
10.8.8.178,216.58.210.35,59245,443,TCP,13,0,1570,0,120.76923076923076,2.6535442970305683,59.012255,0.2202932255342555,26.604643391444707,1,1,0,12,VPN
216.58.210.35,10.8.8.178,443,59245,TCP,0,13,0,990,76.15384615384616,2.7192945256669794,59.012686,0.220291616619518,16.776053881024836,1,1,3,10,VPN
10.8.8.178,216.58.208.37,51936,443,TCP,16,0,3875,0,242.1875,3.077819531114783,59.144449,0.2705241196853486,65.51756023629538,1,1,0,15,VPN
216.58.208.37,10.8.8.178,443,51936,TCP,0,19,0,2710,142.6315789473684,2.963381620992706,59.145277,0.32124289484687,45.81938131763251,1,1,3,16,VPN
10.8.8.178,216.58.210.35,59247,443,TCP,93,0,6032,0,64.86021505376344,0.7984796680547172,111.347058,0.835226378410465,54.172962522278766,1,1,0,92,VPN
216.58.210.35,10.8.8.178,443,59247,TCP,0,103,0,117386,1139.6699029126214,1.9065585495007724,111.347095,0.9250353590275524,1054.2349578136725,1,1,3,100,VPN
10.8.8.178,216.58.210.46,39796,443,TCP,734,0,859983,0,1171.638964577657,1.2720251074980056,560.369458,1.3098501167777776,1534.671434573438,1,0,0,733,VPN
216.58.210.46,10.8.8.178,443,39796,TCP,0,562,0,46509,82.75622775800711,1.6081817148250976,560.37037,1.002908130206813,82.99689364375207,1,0,0,562,VPN
10.8.8.178,216.58.208.37,51939,443,TCP,19,0,4040,0,212.6315789473684,2.8581184630979695,58.75786,0.3233609937461983,68.75675867024428,1,1,0,18,VPN
216.58.208.37,10.8.8.178,443,51939,TCP,0,19,0,2965,156.05263157894737,2.963381620992706,58.757392,0.3233635693020547,50.46173594634697,1,1,3,16,VPN
10.8.8.178,216.58.210.35,59250,443,TCP,13,0,1570,0,120.76923076923076,2.6535442970305683,59.143056,0.2198060242270876,26.545804464348272,1,1,0,12,VPN
216.58.210.35,10.8.8.178,443,59250,TCP,0,13,0,990,76.15384615384616,2.7192945256669794,59.146636,0.2197927199105626,16.738060977804384,1,1,3,10,VPN
10.8.8.178,216.58.208.37,51941,443,TCP,19,0,4039,0,212.57894736842104,2.8581184630979695,59.216343,0.3208573687166058,68.20752169717741,1,1,0,18,VPN
216.58.208.37,10.8.8.178,443,51941,TCP,0,19,0,2783,146.47368421052633,2.963381620992706,59.216176,0.3208582735906486,46.99729344225132,1,1,3,16,VPN
10.8.8.178,216.58.210.35,59252,443,TCP,164,0,9723,0,59.28658536585366,0.5048689877328504,60.141388,2.7269074667847706,161.66903231431905,1,1,0,163,VPN
216.58.210.35,10.8.8.178,443,59252,TCP,0,248,0,314421,1267.826612903226,0.9762138752148056,60.065298,4.128839916851823,5234.653127001884,1,1,3,245,VPN
10.8.8.178,216.58.208.35,52202,443,TCP,16,0,1487,0,92.9375,2.375,59.014646,0.2711191387981891,25.197134962056708,1,1,0,15,VPN
216.58.208.35,10.8.8.178,443,52202,TCP,0,14,0,5074,362.42857142857144,3.0930692077718898,59.014772,0.2372287399500586,85.97847332189981,1,1,1,13,VPN
10.8.8.178,216.58.208.37,51944,443,TCP,19,0,4040,0,212.6315789473684,2.8581184630979695,59.548506,0.319067618589793,67.84385153172441,1,1,0,18,VPN
216.58.208.37,10.8.8.178,443,51944,TCP,0,19,0,2757,145.10526315789474,2.963381620992706,59.547537,0.3190728106856879,46.29914416107588,1,1,3,16,VPN
10.8.8.178,216.58.208.35,52204,443,TCP,13,0,1570,0,120.76923076923076,2.6535442970305683,59.140453,0.2198156987400823,26.546972847840717,1,1,0,12,VPN
216.58.208.35,10.8.8.178,443,52204,TCP,0,13,0,990,76.15384615384616,2.7192945256669794,59.136459,0.2198305448082375,16.7409414892427,1,1,3,10,VPN
10.8.8.178,216.58.208.35,52205,443,TCP,14,0,1622,0,115.85714285714286,2.556656707462823,59.305285,0.2360666507209264,27.350007676381622,1,1,0,13,VPN
216.58.208.35,10.8.8.178,443,52205,TCP,0,13,0,990,76.15384615384616,2.7192945256669794,59.303801,0.2192102324098922,16.69370231429179,1,1,3,10,VPN
10.8.8.178,216.58.208.37,51947,443,TCP,19,0,4040,0,212.6315789473684,2.8581184630979695,59.436948,0.3196664808563185,67.97118856102773,1,1,0,18,VPN
216.58.208.37,10.8.8.178,443,51947,TCP,0,19,0,2533,133.31578947368422,2.963381620992706,59.440927,0.3196450822511566,42.61373649169368,1,1,3,16,VPN
10.8.8.178,173.194.116.95,40715,443,TCP,20,0,2265,0,113.25,2.7219280948873625,66.640029,0.3001199174148018,33.98858064722631,1,1,0,19,VPN
173.194.116.95,10.8.8.178,443,40715,TCP,0,22,0,5916,268.90909090909093,3.356492413796824,66.639591,0.3301340790041763,88.77605506312305,1,1,1,21,VPN
10.8.8.178,216.58.208.35,52208,443,TCP,14,0,1622,0,115.85714285714286,2.556656707462823,59.144944,0.2367066236464777,27.424153111041917,1,1,0,13,VPN
216.58.208.35,10.8.8.178,443,52208,TCP,0,13,0,990,76.15384615384616,2.7192945256669794,59.146567,0.2197929763193187,16.738080504317352,1,1,3,10,VPN
10.8.8.178,216.58.208.35,52209,443,TCP,14,0,1622,0,115.85714285714286,2.556656707462823,59.14317,0.2367137236641187,27.424975698800047,1,1,0,13,VPN
216.58.208.35,10.8.8.178,443,52209,TCP,0,13,0,990,76.15384615384616,2.7192945256669794,59.143871,0.2198029953095224,16.73884348895594,1,1,3,10,VPN
10.8.8.130,198.7.63.141,0,0,OTHER,1410,0,93210,0,66.1063829787234,1.2104484096054955,937.517026,1.50397268625178,99.4221943868996,0,0,0,0,VPN
10.8.8.130,78.46.223.24,0,0,OTHER,74,0,10731,0,145.01351351351352,1.8347910948903767,927.341802,0.0797979772295436,11.571785049327476,0,0,0,0,VPN
10.8.8.130,216.58.210.14,45184,443,TCP,3843,0,1941001,0,505.0744210252407,3.713052536069404,937.683368,4.098398383877488,2069.9961908677046,0,0,0,3843,VPN
198.7.63.141,10.8.8.130,0,0,OTHER,0,1410,0,343531,243.63900709219857,2.310133022056479,937.517259,1.5039723124713165,366.42632090466935,0,0,0,0,VPN
78.46.223.24,10.8.8.130,0,0,OTHER,0,45,0,10833,240.73333333333332,1.1028606067644613,927.218434,0.0485322534042717,11.683331136188349,0,0,0,0,VPN
216.58.210.14,10.8.8.130,443,45184,TCP,0,4879,0,1136947,233.0286944045911,3.649436198747272,937.681909,5.203257046094935,1212.508196102992,0,0,0,4879,VPN
10.8.8.130,216.58.210.14,39450,80,TCP,10,0,520,0,52.0,-0.0,74.868858,0.1335668830423458,6.945477918201985,0,1,0,10,VPN
216.58.210.14,10.8.8.130,80,39450,TCP,0,9,0,468,52.0,-0.0,74.744947,0.1204094773122255,6.261292820235728,0,1,0,9,VPN
173.194.78.189,10.8.8.130,443,60098,TCP,0,1594,0,687473,431.2879548306148,4.716343372550657,934.776936,1.705219650391545,735.4406955543456,0,0,0,1594,VPN
10.8.8.130,173.194.78.189,60098,443,TCP,1569,0,171218,0,109.125557680051,1.9984657761032885,934.561434,1.678862344323958,183.20678959238967,0,0,0,1569,VPN
10.8.8.130,216.58.210.14,45185,443,TCP,4,0,331,0,82.75,1.5,0.127903,31.273699600478487,2587.8986419395947,0,1,0,4,VPN
216.58.210.14,10.8.8.130,443,45185,TCP,0,6,0,336,56.0,1.4591479170272448,0.128184,46.80771391125258,2621.231979030144,0,1,3,3,VPN
10.8.8.130,173.194.113.112,59507,443,TCP,4,0,331,0,82.75,1.5,0.141289,28.310767292570542,2342.7159934602128,0,1,0,4,VPN
173.194.113.112,10.8.8.130,443,59507,TCP,0,6,0,336,56.0,1.4591479170272448,0.139442,43.02864273317938,2409.6039930580455,0,1,3,3,VPN
10.8.8.130,216.58.210.2,58124,443,TCP,5,0,383,0,76.6,1.521928094887362,0.131898,37.90808048643649,2903.758965261035,0,1,0,5,VPN
216.58.210.2,10.8.8.130,443,58124,TCP,0,4,0,256,64.0,1.5,0.128063,31.234626707167564,1999.016109258724,0,1,1,3,VPN
10.8.8.130,216.58.210.14,45190,443,TCP,9,0,784,0,87.11111111111111,2.113283334294875,58.361545,0.1542111333755814,13.433503174050651,0,1,0,9,VPN
